Time,Acc_XL,Acc_YL,Acc_ZL,Abs_left,VelInc_XL,VelInc_YL,VelInc_ZL,Velmag_L,Acc_XR,Acc_YR,Acc_ZR,Abs_Right,VelInc_XR,VelInc_YR,VelInc_ZR,Velmag_R
151.15,16.754434,0.449593,-1.61264,16.83786804,0.167928,0.004497,-0.01108,0.168353208,9.723668,1.354644,1.153999,9.885165321,0.097258,0.013446,0.011477,0.098851581
151.1625,14.802294,0.802114,0.654347,14.83844549,0.147738,0.00792,0.011045,0.148361838,9.037155,1.842029,2.315057,9.50908672,0.090423,0.01833,0.023021,0.095090874
151.175,16.422604,0.892293,0.758012,16.46428532,0.163859,0.008802,0.013039,0.164612462,9.249957,1.547587,2.148747,9.621530216,0.092544,0.015379,0.021366,0.096215443
151.1875,19.650002,-1.192822,-0.515962,19.69293324,0.196499,-0.012263,0.001728,0.196888862,9.29758,1.702365,2.209224,9.706889879,0.093022,0.016917,0.021978,0.097068583
151.2,21.780739,-3.571623,-1.078594,22.09797383,0.217902,-0.036338,-0.003529,0.220939326,9.744838,1.43697,1.67807,9.992130371,0.097491,0.014237,0.016643,0.099920852
151.2125,22.842754,-2.066366,0.611479,22.94417541,0.228026,-0.021435,0.013107,0.229405992,9.400252,2.096127,2.167123,9.871925251,0.094062,0.020843,0.021524,0.098718656
151.225,21.523303,-1.091507,3.155575,21.78076246,0.214129,-0.011688,0.037922,0.217774921,9.572483,2.912822,2.124566,10.22891702,0.095794,0.029021,0.021081,0.102289381
151.2375,19.802992,-2.718072,4.836405,20.56543753,0.196288,-0.027822,0.054559,0.205620347,9.74251,2.774979,2.10166,10.345723,0.097483,0.027681,0.020838,0.103457215
151.25,22.616897,-3.438206,6.049767,23.66315641,0.223928,-0.035186,0.067773,0.236590328,9.529661,3.181199,2.489912,10.35056171,0.095361,0.031773,0.0247,0.103505236
151.2625,26.81584,-2.085466,8.648724,28.25312142,0.265473,-0.021688,0.094103,0.282491872,9.407655,1.80352,2.949465,10.02277411,0.094118,0.018097,0.029325,0.100228015
151.275,26.431004,-1.945325,13.580246,29.77927708,0.260961,-0.019368,0.142085,0.297764857,12.662399,4.658448,0.984269,13.52798106,0.126672,0.046519,0.009531,0.135279906
151.2875,24.457709,-2.505791,15.565129,29.09865562,0.241651,-0.024491,0.160214,0.29097,10.578389,4.943925,1.805822,11.81548566,0.105858,0.049462,0.01755,0.118154171
151.3,22.214016,-4.88386,19.607397,30.02939581,0.219284,-0.048546,0.199319,0.300283617,11.685644,3.074216,1.820868,12.21968248,0.116914,0.030818,0.017704,0.122196825
151.3125,20.717956,-3.856606,25.573329,33.13762615,0.202911,-0.041429,0.258669,0.331359152,11.856921,3.547658,1.653042,12.4861924,0.118627,0.035562,0.015915,0.124861156
151.325,21.170737,0.246351,30.099785,36.80024254,0.20682,-0.001593,0.304355,0.367979641,12.580191,3.208402,1.347585,13.05262557,0.125851,0.032191,0.012732,0.130525241
151.3375,21.327128,2.078349,31.059215,37.73381454,0.210807,0.020489,0.312285,0.377334482,12.944946,4.295744,1.455953,13.71659005,0.129504,0.043086,0.013657,0.137164875
151.35,18.111022,-2.582248,30.969531,35.96927818,0.181016,-0.024108,0.309887,0.359691452,13.484997,4.969837,1.048211,14.40982894,0.134876,0.049849,0.00934,0.144096127
151.3625,15.637744,-5.71714,30.331098,34.6005814,0.157231,-0.056572,0.302981,0.346005007,13.397024,5.475715,0.767879,14.49321721,0.133968,0.054927,0.006351,0.144930106
151.375,15.343793,-6.049895,27.896291,32.40734893,0.154768,-0.060963,0.278124,0.324071876,14.335838,5.207409,1.181742,15.29803497,0.143376,0.052357,0.010206,0.152977434
151.3875,98.679459,-4.665754,49.558444,110.5235009,0.981055,-0.041378,0.507245,1.105205204,14.213294,4.909063,1.311801,15.09428527,0.142154,0.049463,0.011322,0.150938848
151.4,-27.516241,-0.456825,-44.941804,52.69836767,-0.290897,-0.004719,-0.439262,0.526872317,12.909564,3.116614,0.637437,13.29573057,0.129078,0.031527,0.004633,0.132953174
151.4125,7.677853,-3.558888,1.791649,8.650151249,0.077438,-0.035734,0.0143,0.086475734,12.583934,5.467949,0.95143,13.75351156,0.125832,0.05498,0.007634,0.13753098
151.425,2.420178,0.532363,-7.964474,8.341074152,0.023002,0.007103,-0.079851,0.083401,15.9152,9.146897,-0.272299,18.35847114,0.158896,0.091786,-0.005344,0.183578776
151.4375,25.593692,0.141712,-10.066832,27.50269549,0.253112,0.001461,-0.107488,0.274993617,18.713246,11.222633,-2.048507,21.9164196,0.186407,0.11269,-0.024121,0.219153892
151.45,12.200026,-7.914617,-5.155978,15.42938449,0.118794,-0.079847,-0.05748,0.154244962,19.029239,6.203861,-2.707405,20.19727383,0.18948,0.062545,-0.031188,0.201958508
151.4625,0.568173,-9.954001,12.269603,15.80974744,0.01312,-0.100323,0.121403,0.158036474,16.465594,3.324195,-4.459586,17.37969981,0.163445,0.033586,-0.048554,0.173780834
151.475,-6.164622,4.634208,24.949275,26.11407228,-0.052448,0.038163,0.25285,0.261037028,15.330117,4.88605,-3.747548,16.52059587,0.152072,0.049405,-0.041478,0.165188292
151.4875,1.600497,10.699514,22.211719,24.70630793,0.012535,0.101877,0.224698,0.247032873,20.95416,2.737949,-4.819002,21.67477719,0.208057,0.027954,-0.053842,0.216721255
151.5,10.96085,5.095041,2.735821,12.39291701,0.108884,0.051683,0.028817,0.123924483,25.702263,5.522221,-1.671826,26.34191053,0.256086,0.056333,-0.024774,0.263376532
151.5125,19.171466,-7.065987,-19.746613,28.41482018,0.191374,-0.077592,-0.195135,0.284116516,32.05354,14.302608,3.69834,35.29407515,0.321054,0.144226,0.025397,0.352876491
151.525,10.385245,-9.2081,-11.163302,17.81184243,0.099969,-0.090753,-0.11612,0.178083583,35.693001,13.790309,3.640181,38.43714168,0.357367,0.139569,0.021886,0.384278123
151.5375,0.355678,4.480398,13.714538,14.43222178,0.009425,0.038542,0.13867,0.144234827,20.716369,7.954297,8.017126,23.59476837,0.209763,0.080921,0.071371,0.235886719
151.55,-1.064952,13.966161,31.151466,34.1555502,-0.010701,0.136454,0.312925,0.341549793,12.009596,2.452388,7.532864,14.38709988,0.122432,0.025429,0.071095,0.143842719
151.5625,6.098603,2.014174,7.61545,9.962175172,0.058535,0.0226,0.077349,0.099599066,16.424378,8.074641,5.151502,19.01310056,0.16565,0.081275,0.045742,0.190099655
151.575,15.525656,-2.879353,-12.724409,20.27923204,0.1582,-0.031459,-0.122866,0.202763317,11.952141,3.566215,-9.789729,15.85592501,0.117256,0.033855,-0.10119,0.158538786
151.5875,15.719423,-8.339278,-13.930091,22.59847898,0.155991,-0.082706,-0.141046,0.22598108,7.844723,2.721116,-15.165243,17.28955599,0.075476,0.024756,-0.153549,0.172877938
151.6,7.108442,-2.388901,3.152151,8.134669728,0.071588,-0.024721,0.029662,0.081337592,4.2068,-10.315667,-25.305876,27.64954813,0.03608,-0.106388,-0.252614,0.276467007
151.6125,6.433332,3.132579,9.48083,11.87800275,0.064959,0.029248,0.095037,0.118773518,-10.279726,-6.43739,13.016212,17.79141735,-0.101431,-0.064105,0.131357,0.177911102
151.625,8.903027,6.251173,8.833096,14.01301676,0.08845,0.062715,0.088768,0.140129695,0.600088,-4.48706,-4.95306,6.71018751,0.005877,-0.044813,-0.049597,0.067101464
151.6375,10.370685,0.913793,1.322871,10.49457539,0.103578,0.009614,0.013879,0.104945022,2.247183,-2.644949,-5.758636,6.723650439,0.022698,-0.025988,-0.057707,0.067235952
151.65,11.494992,-4.843641,-4.394692,13.22531727,0.11513,-0.048935,-0.042906,0.132251563,6.139907,-5.103605,-8.176248,11.42787265,0.06198,-0.050167,-0.08186,0.114277329
151.6625,10.601283,-4.438138,-2.628533,11.78954859,0.105904,-0.044266,-0.026909,0.117894997,7.143973,-2.006773,-7.541297,10.57991723,0.07203,-0.018966,-0.075132,0.105796255
151.675,9.56483,0.65044,2.136852,9.822178047,0.09574,0.006085,0.021079,0.098221683,6.215498,-1.016946,-6.68088,9.181544104,0.062716,-0.009166,-0.066425,0.091812814
151.6875,9.498084,3.004324,4.678153,11.00566572,0.095089,0.029766,0.046739,0.110056653,3.008583,-0.739407,-4.468833,5.437716686,0.030512,-0.006668,-0.04451,0.054374484
151.7,8.934565,0.850296,3.679298,9.699829318,0.089314,0.008725,0.036817,0.096997978,0.490329,-1.219647,-3.331138,3.581122967,0.005305,-0.011625,-0.033451,0.035808561
151.7125,9.753974,-1.25293,0.63961,9.854894385,0.097526,-0.012473,0.006703,0.0985486,-0.610594,-0.489973,-2.886081,2.990378256,-0.005658,-0.00438,-0.029032,0.029900742
151.725,10.311466,-1.729091,-0.574666,10.47121425,0.103115,-0.017287,-0.005751,0.10471207,-0.370537,0.169357,-2.659363,2.690388639,-0.003193,0.002156,-0.026624,0.026901319
151.7375,9.72117,-0.490953,1.63907,9.870599348,0.097241,-0.004994,0.016187,0.098705476,1.077407,0.595577,-3.250504,3.475815596,0.011493,0.006468,-0.032154,0.034753472
151.75,9.286584,0.537037,2.658934,9.674656642,0.092885,0.005302,0.026537,0.096746818,2.820071,1.232815,-3.841041,4.922014753,0.029125,0.012875,-0.037522,0.049213126
151.7625,9.439256,0.530705,1.725168,9.610276076,0.094388,0.005335,0.017266,0.096102401,4.087384,2.04162,-3.622176,5.830529921,0.041794,0.020887,-0.034864,0.058296687
151.775,9.443707,-0.320991,1.267155,9.533746321,0.094438,-0.003168,0.012677,0.095337707,5.424883,1.960038,-3.195416,6.594072182,0.055079,0.019986,-0.030229,0.065931244
151.7875,9.487932,-0.294849,1.48128,9.607391946,0.094884,-0.002912,0.014791,0.09607407,6.279313,1.893248,-2.555004,7.038622392,0.063457,0.019249,-0.023566,0.070375217
151.8,9.494839,-0.184194,1.758861,9.658130621,0.094952,-0.001786,0.017573,0.096580963,7.194977,1.90483,-2.052286,7.720618446,0.072476,0.019337,-0.018225,0.077193528
151.8125,9.568315,-0.364452,1.602112,9.708359288,0.095684,-0.003578,0.016032,0.097083752,8.442385,1.832666,-1.544099,8.775919945,0.084802,0.018603,-0.012717,0.087744931
151.825,9.577678,-0.441887,1.455416,9.697701569,0.095781,-0.004356,0.014548,0.096977415,9.695645,2.026776,-1.025485,9.958161096,0.097166,0.020547,-0.007047,0.099564406
151.8375,9.653382,-0.145991,1.444173,9.761902123,0.096542,-0.001397,0.014395,0.097619288,11.770326,2.332217,-0.96426,12.03784065,0.11786,0.023716,-0.005677,0.120356373
151.85,9.587701,-0.060542,1.500228,9.704553563,0.095886,-0.000527,0.014945,0.097045122,13.996719,2.467586,-1.162056,14.25999641,0.140146,0.025258,-0.006961,0.142573923
151.8625,9.666105,-0.139842,1.472302,9.778589614,0.096674,-0.001295,0.014649,0.097786157,15.724652,3.408821,-0.708928,16.10550589,0.15722,0.034755,-0.001941,0.161027345
151.875,9.66449,-0.527223,1.689268,9.825169588,0.096666,-0.005158,0.016806,0.098251525,16.590593,4.356743,0.128021,17.15358199,0.165576,0.044227,0.006591,0.171507669
151.8875,9.925264,-0.801271,1.557557,10.07863505,0.099272,-0.007919,0.015501,0.100786515,17.212977,5.853589,1.132791,18.21631952,0.17146,0.059088,0.01683,0.182135038
151.9,9.992542,-1.013263,1.396215,10.14036557,0.099947,-0.010058,0.013864,0.101404027,17.492183,6.753334,3.216843,19.02451222,0.173621,0.067891,0.037795,0.190215408
151.9125,9.904633,-0.982632,1.630762,10.08596576,0.09907,-0.009797,0.016181,0.100859659,17.325602,6.482056,5.144881,19.20060768,0.171353,0.065052,0.057104,0.191975207
151.925,9.904826,-0.73267,1.720043,10.07972873,0.099069,-0.00732,0.017086,0.100797721,17.129143,6.717174,6.099252,19.3837262,0.169037,0.067274,0.066789,0.193804203
151.9375,10.093641,-1.004342,1.628223,10.27333449,0.100954,-0.010057,0.016164,0.102733287,18.405447,7.605476,6.83391,21.05483484,0.181472,0.076197,0.074678,0.210510981
151.95,10.396891,-1.12454,1.333101,10.54215779,0.103983,-0.011278,0.013196,0.105421971,20.165276,7.663487,8.258518,23.09914519,0.198705,0.076672,0.089313,0.230952559
151.9625,10.595494,-0.719729,1.230352,10.69094332,0.105976,-0.007267,0.012079,0.10690942,21.76924,7.389381,10.33573,25.20575483,0.214324,0.073811,0.110142,0.252020041
151.975,10.968105,-0.542019,1.378419,11.06766239,0.109708,-0.005507,0.013532,0.110676499,21.971843,6.587119,13.051338,26.39108647,0.215966,0.065567,0.136715,0.263877502
151.9875,11.196489,-0.063904,0.835919,11.22783195,0.111987,-0.000758,0.008044,0.112278086,20.828267,6.104857,15.882738,26.89511762,0.204343,0.060397,0.164063,0.268924761
152,11.496333,0.112103,1.355098,11.57646449,0.115012,0.000959,0.013144,0.115764608,19.237574,5.135687,17.85041,26.74129151,0.188615,0.05063,0.182648,0.267393543
152.0125,11.104793,-0.674292,1.134018,11.18289292,0.11108,-0.006868,0.010941,0.111828625,17.916247,4.543908,20.385553,27.51744497,0.175597,0.044828,0.207049,0.275160216
152.025,15.567892,0.555703,3.452791,15.95587142,0.155839,0.004753,0.033917,0.159557976,16.755909,4.857969,22.826943,28.73029196,0.16468,0.047639,0.230541,0.287294499
152.0375,16.205794,-1.526894,0.431126,16.28327467,0.162106,-0.014826,0.004035,0.162832573,15.280585,6.129527,24.681379,29.66880261,0.150743,0.060511,0.248266,0.2966834
152.05,14.522494,-5.544132,-1.044156,15.57981044,0.145022,-0.055756,-0.011513,0.155796859,14.107104,6.770334,25.124826,29.59906565,0.13989,0.067527,0.251954,0.29598974
152.0625,14.572986,-2.640072,0.835433,14.83374024,0.145732,-0.026827,0.006738,0.14833376,14.180119,5.016298,23.613101,27.99674194,0.142196,0.049614,0.236009,0.279966961
152.075,15.504229,-1.435616,3.007599,15.85836568,0.155289,-0.014784,0.028545,0.15858139,12.996335,5.279179,21.640434,25.78920003,0.131212,0.052024,0.215834,0.257890289
152.0875,15.979503,-2.026539,0.223247,16.10904143,0.159736,-0.020811,0.000589,0.16108704,86.500008,35.424163,12.307487,94.27935588,0.866105,0.353058,0.118592,0.942789417
152.1,16.316222,-0.253291,-0.350506,16.32195182,0.163089,-0.003187,-0.00557,0.163215207,-43.037998,-12.713845,22.166843,50.0527727,-0.421902,-0.120554,0.240492,0.500370829
152.1125,16.411077,-1.335788,1.246063,16.51243322,0.164224,-0.013868,0.010114,0.165118553,-3.901086,2.840481,-6.86049,8.387677112,-0.039685,0.028906,-0.068004,0.083874907
152.125,14.094572,-3.405742,-0.060119,14.50033285,0.140788,-0.034573,-0.002779,0.144997504,12.757566,17.364372,-19.84,29.28997278,0.127161,0.173187,-0.199064,0.292899527
152.1375,14.918962,-3.269275,1.157091,15.31673744,0.149194,-0.033409,0.009115,0.153160354,21.602347,4.444279,-10.955113,24.62574898,0.215092,0.043174,-0.111856,0.246252568
152.15,23.903938,-2.836096,3.894335,24.38457581,0.239418,-0.029692,0.035401,0.24383565,18.094191,11.44231,11.803018,24.44662431,0.18214,0.115002,0.115589,0.244461155
152.1625,28.150629,-1.120865,-5.555446,28.71545284,0.280617,-0.01392,-0.059252,0.287141893,25.178482,0.486691,12.769139,28.23550486,0.254047,0.006768,0.122998,0.282337019
152.175,25.492452,-0.90158,-11.996211,28.18842021,0.251398,-0.012042,-0.126846,0.281843701,10.592856,2.092184,9.478486,14.36758605,0.108473,0.0214,0.091723,0.143657441
152.1875,23.487863,-0.708832,-0.171767,23.49918414,0.234533,-0.00923,-0.010228,0.234937296,6.150332,6.774799,3.520479,9.803991921,0.062148,0.068032,0.033466,0.098034178
152.2,29.776463,-1.003208,3.074575,29.9515807,0.298459,-0.011461,0.021734,0.299468689,6.261077,5.25361,0.541849,8.191160087,0.062561,0.052721,0.003912,0.081906571
152.2125,40.451839,0.361976,-2.324105,40.52016497,0.403524,0.001178,-0.036039,0.40513185,14.455068,0.513265,8.416211,16.73454629,0.145976,0.006471,0.081548,0.167334822
152.225,32.669991,-5.886592,-5.201594,33.60114369,0.324058,-0.05979,-0.065224,0.335920529,6.345596,-7.518108,14.966979,17.91086254,0.066453,-0.074198,0.148846,0.179099068
152.2375,29.603796,-5.105559,-1.258971,30.06719938,0.295095,-0.05119,-0.025432,0.300579876,2.583146,6.255591,1.821275,7.008716333,0.026011,0.062502,0.018143,0.070087378
152.25,20.712769,-5.937729,-2.25382,21.66460546,0.206047,-0.058944,-0.031302,0.216586187,11.60421,1.54003,-0.156909,11.70700656,0.115998,0.015595,-0.002536,0.117069088
152.2625,18.578295,-6.180374,-2.689781,19.76322316,0.184873,-0.061121,-0.033606,0.197593436,6.732442,0.997008,3.402325,7.608916851,0.067611,0.010112,0.033405,0.076088067
152.275,14.924376,-3.018162,-14.968061,21.35156086,0.14598,-0.028349,-0.153187,0.213494925,7.775271,0.863784,2.846729,8.324952127,0.077893,0.008761,0.028043,0.083249531
152.2875,9.527312,-3.066193,-29.657593,31.30086318,0.089247,-0.029283,-0.29856,0.312986573,8.969463,0.1662,2.275706,9.25514596,0.089788,0.00168,0.022385,0.092551583
152.3,-1.673061,3.35381,-34.126253,34.33144795,-0.029346,0.037218,-0.339942,0.343230142,8.924051,1.415172,1.931507,9.239703314,0.089322,0.014078,0.018989,0.092396926
152.3125,-30.007087,0.673097,-8.180587,31.10948944,-0.303786,0.007057,-0.066004,0.310953796,9.007187,2.514725,2.044862,9.572602576,0.09015,0.02511,0.020147,0.095725839
152.325,-16.576333,9.981662,7.700936,20.82577267,-0.166548,0.09691,0.078977,0.208247811,9.201216,1.754474,1.992426,9.576550332,0.092069,0.017537,0.019665,0.095765126
152.3375,-4.120294,16.090035,-1.085955,16.64467925,-0.042219,0.160345,-0.014384,0.166432757,9.411965,1.654571,1.81064,9.726310069,0.09417,0.01651,0.017875,0.097262966
152.35,10.780062,7.117291,-22.074001,25.57590835,0.114824,0.059918,-0.220407,0.255644212,9.564289,1.593817,1.769779,9.856368216,0.095693,0.015868,0.017486,0.098563197
152.3625,11.158744,-10.06591,-31.093358,34.53457722,0.115274,-0.104524,-0.308283,0.345328495,9.515887,1.966376,1.727012,9.869210223,0.095213,0.019571,0.017077,0.098692266
152.375,2.740342,-0.837932,-7.720843,8.235473328,0.02757,-0.006745,-0.077304,0.082349914,9.198205,2.482963,2.223414,9.78343755,0.092043,0.024754,0.022067,0.097834691
152.3875,2.357564,7.524201,-0.93624,7.94029307,0.02369,0.075237,-0.009112,0.079403091,9.075802,2.031815,2.097454,9.534032065,0.090804,0.020252,0.020839,0.095340305
152.4,-0.382874,3.439411,-1.763371,3.88402083,-0.003686,0.033992,-0.018419,0.038836867,9.127437,1.89364,2.123018,9.560501246,0.091311,0.018879,0.021121,0.095604456
152.4125,-1.944374,-2.037098,-6.781315,7.342791815,-0.017527,-0.022188,-0.067748,0.073411815,9.343785,1.724813,1.990338,9.707870177,0.09347,0.017181,0.01981,0.097078647
152.425,0.742043,-4.150025,-11.073797,11.84914829,0.01055,-0.043165,-0.109823,0.118471984,9.049782,1.567075,2.09635,9.420666729,0.090528,0.015608,0.020881,0.094206924
152.4375,1.795004,-2.010792,-7.795085,8.247949684,0.020024,-0.020516,-0.077326,0.082469249,9.162042,1.564584,2.100763,9.52912073,0.091648,0.015575,0.020938,0.095290799
152.45,2.861373,-0.143502,-4.448374,5.291132158,0.029933,-0.001704,-0.043587,0.05290288,9.222839,2.019164,1.983958,9.647480076,0.092259,0.020112,0.019777,0.096474584
152.4625,5.163987,-1.277774,-5.367079,7.55678537,0.053537,-0.013312,-0.051618,0.075550233,9.527507,2.50242,1.636024,9.985593123,0.09531,0.024943,0.01628,0.099855835
152.475,8.629697,-2.876257,-7.695294,11.91478386,0.089129,-0.029409,-0.073349,0.119117353,9.514441,2.722688,1.750176,10.04991211,0.095184,0.027155,0.0174,0.100499492
152.4875,11.798143,-1.79704,-6.572368,13.62430006,0.120249,-0.018013,-0.0614,0.136213987,9.609934,2.458739,1.619378,10.05080166,0.096135,0.024532,0.016064,0.100507758
152.5,14.643941,0.094571,-2.751332,14.90046239,0.147267,0.001269,-0.022462,0.148975572,9.432916,2.343403,1.85858,9.895744616,0.09437,0.023391,0.018432,0.098957437
152.5125,18.467312,1.085082,-0.93813,18.52293452,0.184824,0.011281,-0.002988,0.185192063,9.210771,2.000129,2.025683,9.640654026,0.09215,0.019962,0.0201,0.096405985
152.525,20.20272,0.920929,-1.2274,20.26091105,0.202284,0.009203,-0.005683,0.20257297,9.173717,2.013437,2.076149,9.618804854,0.091783,0.020083,0.020608,0.096188022
152.5375,17.62509,-0.040913,-1.072027,17.65770974,0.176465,-0.000897,-0.005403,0.176549974,9.134541,2.316185,2.184458,9.673490011,0.091397,0.023097,0.021698,0.096735134
152.55,15.830241,-0.426427,0.281892,15.83849214,0.158107,-0.004759,0.007584,0.158360313,9.358217,2.044013,2.153302,9.817887964,0.093628,0.020373,0.021395,0.098178447
152.5625,16.523525,-2.477424,0.453124,16.71435998,0.164901,-0.025202,0.009981,0.167114036,9.381829,2.136115,2.088054,9.84589621,0.093864,0.021282,0.020754,0.098458634
152.575,18.491939,-5.49202,0.674422,19.30204488,0.184437,-0.055291,0.013014,0.192985662,9.919822,1.769493,1.481924,10.18479616,0.099237,0.017588,0.014683,0.101847486
152.5875,20.279607,-5.638234,-0.044049,21.04884992,0.202437,-0.057176,0.006327,0.210451574,9.971589,1.963537,1.693506,10.30320471,0.09977,0.019507,0.016765,0.103032234
152.6,20.914149,-5.396405,1.083945,21.62632082,0.208512,-0.054606,0.017226,0.216230905,9.762745,1.6564,1.716737,10.04997696,0.097683,0.016424,0.016987,0.100500122
152.6125,19.994902,-4.856175,3.150617,20.81597774,0.198687,-0.049311,0.037545,0.208129108,9.590642,2.30523,2.023313,10.06917548,0.095979,0.022915,0.020046,0.100692144
152.625,20.923676,-5.589438,4.539426,22.12800088,0.207523,-0.056502,0.051879,0.221245796,9.062762,2.675381,2.859711,9.872652408,0.090716,0.026643,0.02842,0.098726585
152.6375,24.055905,-5.858052,6.451951,25.58575796,0.238308,-0.059176,0.071773,0.255819986,9.391772,3.38316,2.290683,10.24199109,0.093999,0.033729,0.022723,0.102419686
152.65,26.418309,-6.019221,8.605476,28.42907471,0.261546,-0.060861,0.093228,0.28425663,9.991723,4.017194,2.063098,10.96488712,0.099996,0.040092,0.020404,0.109648948
152.6625,26.031443,-4.073609,13.120308,29.43421134,0.256844,-0.041847,0.137476,0.294312185,10.793375,4.127137,1.229255,11.62072595,0.107999,0.041199,0.011959,0.116207398
152.675,23.925754,-2.558803,15.504547,28.62481712,0.235828,-0.026732,0.159988,0.286226493,9.84796,3.573161,2.552647,10.78266212,0.098548,0.035778,0.025197,0.107827002
152.6875,22.399296,-1.778293,18.448834,29.07318805,0.220895,-0.019413,0.188004,0.290718024,11.165671,3.064738,1.711632,11.70446547,0.111693,0.0307,0.016784,0.117044944
152.7,23.364577,0.867553,20.328668,30.98242807,0.231668,0.005696,0.205627,0.309814412,12.893928,1.549632,2.870024,13.30006678,0.129008,0.015675,0.028289,0.13300014
152.7125,21.462889,5.877271,29.536404,36.98103676,0.213588,0.053116,0.297164,0.369793978,18.967549,5.723498,-2.954547,20.03136771,0.189559,0.057068,-0.030593,0.200313012
152.725,18.663979,7.484937,33.515263,39.08505146,0.186772,0.070586,0.335993,0.390841988,10.669395,5.753466,3.312961,12.56638656,0.106886,0.057775,0.032068,0.125661944
152.7375,14.008046,6.567198,35.90904,39.1000332,0.139232,0.064977,0.359546,0.390999855,13.347005,3.542295,0.831387,13.8340739,0.133508,0.035519,0.007195,0.138339269
152.75,15.137126,-1.334835,27.238121,31.19021647,0.151477,-0.013521,0.272314,0.31190225,13.009545,6.227034,1.292465,14.48083835,0.130159,0.06241,0.011513,0.1448065
152.7625,83.731569,-5.520841,49.254864,97.30106351,0.836995,-0.053597,0.49327,0.973010052,13.618683,5.273958,1.343284,14.66586416,0.136252,0.052952,0.011806,0.146655731
152.775,5.789965,-3.546685,1.463753,6.9458795,0.058214,-0.035741,0.012519,0.069447925,14.72001,3.978849,1.434365,15.3155913,0.147283,0.040105,0.012448,0.153152361
152.7875,-4.899111,0.629079,1.894841,5.290316757,-0.048305,0.006277,0.020614,0.05289339,12.241128,3.232154,0.269401,12.66351496,0.122367,0.032572,0.00096,0.126631511
152.8,6.133746,-1.056685,-4.242429,7.532438317,0.060675,-0.010401,-0.043401,0.0753212,12.736531,5.749573,0.742811,13.99387651,0.127371,0.057692,0.005462,0.13993417
152.8125,18.12833,0.916817,-8.907518,20.21931697,0.180471,0.009454,-0.090674,0.202190342,17.002433,10.7039,-0.19106,20.09210559,0.169821,0.107259,-0.004763,0.200913791
152.825,18.599957,1.803107,-6.839687,19.89952043,0.183944,0.017303,-0.073844,0.198966644,18.529944,10.165554,-2.052584,21.23465125,0.184679,0.101922,-0.024322,0.21233461
152.8375,10.05195,-9.585948,1.541764,13.97530444,0.101348,-0.095405,0.012417,0.139741594,19.293259,3.547482,-3.064289,19.85457979,0.192151,0.035855,-0.034741,0.198530917
152.85,1.326865,-9.405739,8.457682,12.71852514,0.017334,-0.094402,0.083414,0.12716171,15.551946,3.005512,-4.495096,16.46517582,0.154306,0.030365,-0.048708,0.164635489
152.8625,-2.284788,6.193659,20.001307,21.06261973,-0.014527,0.055695,0.202515,0.210535726,16.485788,3.85441,-3.327281,17.25423082,0.163889,0.038679,-0.037535,0.172524044
152.875,2.298732,8.307942,18.632933,20.5302767,0.0212,0.081119,0.187395,0.205296415,19.92101,-0.403556,-4.122663,20.34713363,0.198037,-0.003574,-0.046469,0.203447278
152.8875,8.427179,-2.518694,3.421924,9.437729029,0.083685,-0.024509,0.036081,0.094370063,26.215069,1.97674,-0.979605,26.30773593,0.261693,0.019877,-0.017636,0.263038685
152.9,14.012375,-2.188848,-7.561181,16.07199947,0.140763,-0.02369,-0.073846,0.160713005,33.034321,9.578464,0.974846,34.40877303,0.33048,0.095578,-0.001455,0.3440266
152.9125,10.816449,-0.663265,-6.319268,12.5446657,0.106783,-0.007006,-0.065442,0.125436631,33.783476,12.318304,3.341549,36.11412208,0.338885,0.122931,0.020233,0.361060173
152.925,6.632256,0.860551,9.945852,11.98529681,0.069219,0.006014,0.097628,0.119827645,22.502256,10.849316,7.421898,26.06038666,0.227755,0.108881,0.064443,0.260538505
152.9375,1.931587,3.46953,15.299416,15.80635305,0.019969,0.033316,0.153214,0.158060895,13.900096,4.763565,9.22726,17.350693,0.142073,0.048262,0.087054,0.173471487
152.95,8.918896,0.977774,3.609301,9.671080682,0.088867,0.009794,0.036871,0.096709548,15.584258,8.628835,5.977122,18.78967478,0.157656,0.086609,0.054197,0.18786657
152.9625,11.402642,-0.766976,-0.97292,11.46974586,0.114103,-0.007482,-0.008933,0.11469644,14.391091,3.202064,-9.9475,17.78509124,0.141519,0.030071,-0.103396,0.177827515
152.975,10.33827,-1.280275,0.611128,10.43515252,0.103375,-0.012791,0.006263,0.104351452,7.523085,2.790759,-15.461875,17.41995184,0.071938,0.025559,-0.156558,0.17418021
152.9875,9.627792,0.259792,2.221347,9.884141499,0.09626,0.002482,0.022303,0.098841144,1.056264,-9.439747,-22.898578,24.79051011,0.005259,-0.097037,-0.228037,0.247880435
153,9.789342,0.56418,2.769032,10.18906542,0.097862,0.005591,0.027811,0.10189054,-12.239017,-4.29804,10.699588,16.81510834,-0.121231,-0.042698,0.108413,0.168147118
153.0125,10.396917,-0.158809,1.25961,10.47414535,0.103961,-0.001589,0.012666,0.104741787,1.33632,-5.334245,-5.998455,8.137652195,0.013442,-0.053292,-0.060012,0.081376684
153.025,10.054122,-0.720036,1.552377,10.19871048,0.100546,-0.007164,0.015511,0.101987314,2.912623,-0.63712,-6.279486,6.951348003,0.029504,-0.006023,-0.062652,0.069512845
