Time,Acc_XL,Acc_YL,Acc_ZL,Abs_left,VelInc_XL,VelInc_YL,VelInc_ZL,Velmag_L,Acc_XR,Acc_YR,Acc_ZR,Abs_Right,VelInc_XR,VelInc_YR,VelInc_ZR,Velmag_R
82.7875,2.042229,0.068921,-4.888111,5.29802591,0.021501,0.000933,-0.048407,0.052975477,9.324278,1.281493,1.784427,9.579591027,0.093255,0.012683,0.017877,0.09579635
82.8,3.373887,1.190825,-3.759339,5.189779127,0.034683,0.011951,-0.036703,0.05189265,9.732585,1.490612,2.015786,10.0502999,0.097356,0.014719,0.020152,0.100503447
82.8125,5.332121,-0.510651,-6.099852,8.117910644,0.055219,-0.005354,-0.059246,0.081165829,9.26244,2.436259,2.185697,9.823717425,0.092679,0.024162,0.02185,0.098237578
82.825,7.976668,-1.330332,-7.531783,11.05100768,0.082162,-0.013312,-0.072667,0.11049116,9.509068,2.468987,2.041376,10.03421581,0.095141,0.024506,0.020399,0.100341782
82.8375,9.436814,0.026912,-5.203783,10.77652728,0.095931,0.000538,-0.049057,0.107748018,9.062927,3.025318,2.40962,9.853703027,0.090689,0.030093,0.02407,0.098536533
82.85,10.96408,1.003147,-3.361355,11.51156208,0.110633,0.010352,-0.030001,0.115095111,9.136815,2.99893,2.09533,9.842020997,0.091425,0.029839,0.02092,0.098420236
82.8625,13.493455,0.239784,-2.983822,13.82150563,0.135827,0.002772,-0.025291,0.138189336,9.431115,2.24733,1.142592,9.762271188,0.094347,0.022331,0.011408,0.097622602
82.875,16.204891,-0.829125,-1.295238,16.27770199,0.162387,-0.007743,-0.007541,0.162746301,8.578208,3.87306,4.133555,10.27971416,0.085837,0.038654,0.041293,0.102797053
82.8875,19.269356,0.88588,-0.763264,19.30480344,0.192782,0.009381,-0.001563,0.193016439,9.324079,1.720403,1.614078,9.617873126,0.093274,0.017121,0.016039,0.096179089
82.9,16.835524,-0.240339,-0.114706,16.83763014,0.168296,-0.002075,0.003823,0.168352204,9.183524,2.402411,2.362214,9.782062495,0.091872,0.023943,0.023562,0.097820752
82.9125,15.176475,-1.212878,0.739076,15.24279173,0.151463,-0.011847,0.012069,0.152404241,9.318836,2.19742,2.185763,9.820739226,0.093223,0.021919,0.021764,0.098207138
82.925,16.296992,-2.129181,0.803746,16.45513195,0.162629,-0.021066,0.013268,0.164523578,9.236728,2.581046,2.274576,9.856603806,0.092409,0.025733,0.022664,0.098566056
82.9375,18.878509,-3.738944,1.091403,19.27612422,0.188348,-0.037126,0.017054,0.192728171,9.341405,2.774144,2.374132,10.02966725,0.093459,0.027665,0.023652,0.100296331
82.95,20.395659,-5.651825,0.827642,21.18043964,0.203566,-0.056521,0.014627,0.211772729,9.558572,2.470779,2.21521,10.11821145,0.095629,0.024637,0.022043,0.101181922
82.9625,21.048641,-4.593145,1.112671,21.57267498,0.210014,-0.046151,0.017047,0.21569978,9.905963,2.41276,1.857195,10.36333378,0.099097,0.024048,0.018478,0.10363377
82.975,20.138907,-6.027033,-1.251267,21.05864124,0.201633,-0.060143,-0.008207,0.210571608,9.899375,3.076215,1.902728,10.53950179,0.099044,0.03069,0.018883,0.105395245
82.9875,18.790754,-2.366759,6.480992,20.01742344,0.186336,-0.025461,0.068511,0.200157749,9.735379,3.020314,2.249688,10.43843844,0.097409,0.030159,0.022316,0.104384302
83,19.494196,2.388961,13.103273,23.60988301,0.190922,0.021869,0.137093,0.236059217,9.781652,3.052442,2.158487,10.47173262,0.097874,0.030473,0.021396,0.104717298
83.0125,22.459759,2.177752,11.754105,25.44292362,0.220296,0.021919,0.125288,0.254377383,9.642406,3.025747,2.579898,10.43010125,0.096485,0.03026,0.025565,0.104300489
83.025,25.79051,-0.858728,7.633884,26.91029552,0.255524,-0.008714,0.083829,0.269064583,10.591554,1.49021,2.146233,10.90908145,0.105971,0.01488,0.021204,0.10909114
83.0375,23.353241,-0.162398,12.999627,26.72808524,0.231043,-0.004244,0.134275,0.267261398,11.665213,2.182935,1.711677,11.99050615,0.116719,0.021748,0.016758,0.119904675
83.05,20.421101,6.484077,21.93167,30.66044308,0.201069,0.060495,0.223389,0.306579571,11.459429,2.457113,2.03534,11.89531531,0.114682,0.024524,0.019912,0.118953249
83.0625,19.75849,8.667602,25.837816,33.66181794,0.193051,0.086085,0.261956,0.336601042,15.298319,5.306791,0.189608,16.19371934,0.153053,0.052888,0.001082,0.161936815
83.075,19.886502,4.936517,24.265408,31.75928506,0.194019,0.050523,0.246285,0.317572428,11.837233,4.442475,2.645881,12.91728901,0.118554,0.044452,0.025581,0.129172051
83.0875,21.811198,6.359896,22.511963,31.98382581,0.215271,0.063647,0.227813,0.319830122,12.796201,4.21985,1.399751,13.54655664,0.12807,0.04218,0.013024,0.135464762
83.1,19.383103,8.871819,25.263463,33.05535383,0.193412,0.087503,0.253377,0.330552388,12.321736,5.81651,2.00654,13.7725513,0.123381,0.0582,0.018913,0.137723683
83.1125,14.737097,9.453867,30.762704,35.39634991,0.147894,0.094035,0.30753,0.353963158,12.47566,5.496456,1.966192,13.7738532,0.124914,0.055054,0.018355,0.137736547
83.125,18.026705,6.266757,28.622122,34.40145643,0.180812,0.064944,0.285365,0.344011462,13.464714,4.304974,1.709834,14.2392014,0.134777,0.043192,0.015633,0.142389534
83.1375,94.815695,-6.728531,55.658294,110.1505099,0.942573,-0.034113,0.568578,1.101312172,13.107354,5.016284,2.79329,14.30972757,0.131325,0.050371,0.026316,0.143094462
83.15,-25.499028,-2.058834,-35.862974,44.05215239,-0.270964,-0.024399,-0.346268,0.440361588,12.811922,5.164352,0.785332,13.83591787,0.128146,0.051804,0.006084,0.138354858
83.1625,2.234509,-8.585121,7.354557,11.52331731,0.025475,-0.087076,0.071003,0.115206907,13.4894,5.427928,0.83974,14.56473405,0.134953,0.054388,0.006438,0.145642764
83.175,5.682661,-2.100417,-3.583438,7.03885044,0.056706,-0.020688,-0.036206,0.07038777,15.946754,8.370902,0.031872,18.01032979,0.159382,0.08383,-0.002245,0.180097559
83.1875,34.283366,5.943011,-17.633682,39.00788773,0.339298,0.05038,-0.18558,0.390001556,17.805055,8.277104,-1.073659,19.66426144,0.177729,0.082949,-0.014012,0.196632831
83.2,12.255582,-10.770612,-10.219233,19.25196344,0.116202,-0.109338,-0.107619,0.192456624,20.204382,4.5801,-1.258065,20.75517033,0.201677,0.046074,-0.016611,0.207538794
83.2125,-4.580389,-13.069712,14.885201,20.33141766,-0.037392,-0.133237,0.148865,0.203251194,19.359856,1.319547,-3.534663,19.72407339,0.192717,0.013508,-0.039687,0.197224152
83.225,-5.065782,4.867938,22.580908,23.64860194,-0.04466,0.039654,0.228728,0.236396813,19.828369,2.404925,-2.732345,20.15970215,0.197522,0.024126,-0.032192,0.201577105
83.2375,3.273189,11.16417,20.27783,23.37825587,0.029228,0.107721,0.205389,0.233757847,19.465931,0.723443,-2.116749,19.59404159,0.194009,0.007113,-0.026333,0.195917109
83.25,14.020469,8.169344,-0.553157,16.23630854,0.140271,0.081575,-0.005597,0.162363051,20.382652,0.353632,-1.573427,20.44635006,0.20328,0.003465,-0.021442,0.204437091
83.2625,16.805077,-8.360079,-18.492382,26.34899857,0.167268,-0.090331,-0.182404,0.263456814,24.974257,6.96619,3.763126,26.19928306,0.250773,0.069552,0.029924,0.26195424
83.275,7.418994,-12.347678,-6.960754,15.99870995,0.071807,-0.122704,-0.073327,0.159966765,33.482502,10.824251,3.586315,35.3709486,0.335878,0.10791,0.024689,0.35364975
83.2875,0.665052,0.120132,12.500411,12.5186661,0.010113,-0.004242,0.12465,0.12513149,25.55925,11.44385,6.316302,28.70771036,0.25774,0.114532,0.053208,0.287016686
83.3,2.653384,11.838162,22.033971,25.1530993,0.025067,0.113057,0.223259,0.251505111,16.836104,3.209977,6.895623,18.4745221,0.170551,0.032831,0.062859,0.18470726
83.3125,11.536938,9.941782,5.291672,16.12270946,0.114,0.101021,0.052835,0.161222764,15.35816,8.339091,6.262733,18.56435676,0.155432,0.083693,0.057354,0.185615479
83.325,12.87306,-3.832149,-8.545879,15.91958189,0.129808,-0.040747,-0.08263,0.159179621,15.353314,5.185642,-3.685123,16.61912348,0.152591,0.051277,-0.041224,0.166170882
83.3375,11.352935,-11.951624,-10.396102,19.48869893,0.112993,-0.119526,-0.104531,0.194886153,10.866458,2.242946,-12.499945,16.71404623,0.105819,0.021122,-0.127618,0.167123169
83.35,7.742123,-2.58019,1.440966,8.286991734,0.077403,-0.026495,0.013172,0.08286562,6.566421,-6.597525,-20.77839,22.76810734,0.060766,-0.067346,-0.20881,0.227661166
83.3625,10.438132,6.156921,5.282872,13.22009881,0.104654,0.060222,0.053824,0.132197473,-14.110214,-4.811573,5.416519,15.86152742,-0.140144,-0.048306,0.056417,0.158608601
83.375,9.38075,4.291853,6.510811,12.19873488,0.093831,0.043437,0.064728,0.121986653,-2.545832,-5.470566,-6.014546,8.519572555,-0.025444,-0.054547,-0.060296,0.085196126
83.3875,8.840027,-1.701273,1.575839,9.139128828,0.088324,-0.016713,0.016484,0.091390238,1.482728,-0.573186,-5.696747,5.914385082,0.015106,-0.005274,-0.056938,0.059143403
83.4,11.307701,-4.314553,-3.827406,12.69364038,0.113232,-0.043319,-0.037611,0.126935452,4.860749,-2.148769,-8.812408,10.29090005,0.049343,-0.02066,-0.08791,0.10290644
83.4125,10.707743,-2.77601,-2.028871,11.24625756,0.106966,-0.027831,-0.02077,0.112461916,5.793221,0.39847,-7.754344,9.687622968,0.058632,0.004892,-0.07696,0.09687355
83.425,9.51151,0.460102,1.954761,9.721193697,0.095198,0.004234,0.019223,0.097211675,4.96027,0.520046,-6.204221,7.960344498,0.05023,0.005962,-0.061462,0.079600099
83.4375,9.230969,1.812757,3.548716,10.05436531,0.092359,0.017902,0.035474,0.100543877,2.913043,0.1673,-4.77759,5.598140318,0.029695,0.002246,-0.0474,0.055978545
83.45,9.622305,0.70602,1.743277,9.804398628,0.096205,0.007064,0.017528,0.098043526,0.603505,-0.302182,-3.644916,3.706878052,0.006568,-0.002626,-0.036386,0.037067175
83.4625,9.944299,-1.116756,-0.132413,10.00768504,0.09944,-0.011205,-0.001188,0.100076356,-0.113914,-0.211053,-3.251287,3.260120692,-0.000572,-0.001766,-0.032546,0.032598897
83.475,10.212806,-1.118802,-0.098498,10.27437717,0.102122,-0.011232,-0.001067,0.102743366,0.371387,0.626213,-2.958267,3.046541427,0.004298,0.006587,-0.02943,0.030462867
83.4875,9.657563,-0.176793,1.3556,9.753841819,0.096592,-0.001855,0.013429,0.097538677,1.902316,1.053718,-3.031348,3.730710185,0.019689,0.010879,-0.029758,0.037303457
83.5,9.564316,0.303123,1.684636,9.716276167,0.09565,0.002995,0.016813,0.097162593,3.371101,1.212082,-2.70877,4.491202471,0.034356,0.012424,-0.026113,0.044906339
83.5125,9.831496,-0.059332,0.76364,9.861286931,0.098315,-0.0006,0.007632,0.098612609,4.973644,1.237118,-2.618116,5.755182619,0.050397,0.01265,-0.024727,0.057543937
83.525,9.798454,-0.260708,0.587173,9.819492939,0.097989,-0.002598,0.005809,0.098195408,6.738492,1.421599,-2.651857,7.379740083,0.068074,0.014484,-0.024508,0.07378684
83.5375,9.508548,0.018855,1.26917,9.592894926,0.095096,0.000211,0.012613,0.095929044,8.396797,1.509871,-2.063059,8.777364225,0.084496,0.015306,-0.018113,0.087760631
83.55,9.383309,-0.427271,1.287766,9.480896032,0.09384,-0.00423,0.01284,0.094808776,9.70296,1.459944,-0.574369,9.828975989,0.097126,0.014715,-0.002829,0.098275095
83.5625,9.552727,-0.706431,1.065851,9.637929044,0.095532,-0.007041,0.010632,0.096379345,10.788988,1.661648,0.037975,10.9162621,0.107788,0.016772,0.003658,0.109146387
83.575,9.367304,-0.895561,1.097123,9.473758104,0.093681,-0.008951,0.010907,0.0947376,11.405883,1.905124,0.118883,11.56450594,0.113904,0.019327,0.004681,0.115626839
83.5875,9.477225,-0.324952,1.340683,9.577098643,0.094778,-0.003259,0.013365,0.095771152,11.600911,1.775023,0.518091,11.74735123,0.115718,0.018118,0.008764,0.117455205
83.6,9.531186,-0.216485,1.208994,9.609996817,0.095315,-0.002154,0.012064,0.096099579,12.32883,1.735885,0.875486,12.4811787,0.122872,0.017785,0.012612,0.124791415
83.6125,9.573314,-0.308235,1.10653,9.641978967,0.095737,-0.003045,0.011045,0.096420108,14.195205,2.643887,1.16265,14.48605324,0.141396,0.026928,0.016115,0.144836595
83.625,9.794571,-0.204752,1.087936,9.856934067,0.097949,-0.002016,0.010854,0.098569164,16.123316,3.151698,1.565622,16.50289948,0.160536,0.032067,0.020638,0.165003112
83.6375,10.036824,-0.262656,0.971432,10.0871455,0.100374,-0.002584,0.009671,0.100871925,17.410485,3.022364,2.179374,17.80475619,0.173249,0.030814,0.026962,0.178021538
83.65,9.934239,-0.4936,0.961317,9.99284123,0.099351,-0.004894,0.009546,0.099928467,18.010765,2.604936,2.963593,18.43790202,0.179064,0.026687,0.034789,0.184353971
83.6625,9.960521,-0.630513,1.140939,10.04546002,0.099613,-0.006285,0.011355,0.1004549,17.673581,1.977846,4.144923,18.26055111,0.17541,0.020433,0.046366,0.182581438
83.675,9.856631,-0.868097,0.903231,9.935924381,0.098575,-0.008669,0.008946,0.099359011,17.019883,1.38383,5.179972,17.84442526,0.168605,0.014497,0.056534,0.178420577
83.6875,9.943665,-0.356928,1.076472,10.00812986,0.099447,-0.00357,0.010668,0.100081252,17.294009,0.774308,5.359214,18.12190594,0.171284,0.008457,0.058495,0.181194356
83.7,10.00949,-0.23076,1.121187,10.07473079,0.100107,-0.002295,0.011106,0.100747316,18.78024,1.600526,5.597074,19.66179888,0.186022,0.016762,0.061341,0.196590609
83.7125,10.217447,-0.595649,0.844335,10.26956292,0.102185,-0.005951,0.008321,0.102695802,20.489663,2.755707,6.585346,21.69762643,0.202848,0.028241,0.071564,0.216947623
83.725,10.363609,-0.617016,0.862393,10.41771673,0.10365,-0.006172,0.008454,0.104177187,21.307448,4.2936,8.593351,23.37280519,0.210536,0.043574,0.091606,0.23370015
83.7375,10.64055,-0.680378,0.908186,10.70088876,0.106421,-0.006835,0.008875,0.107008935,20.824041,4.950551,10.626716,23.89719088,0.205373,0.049984,0.111442,0.238947251
83.75,11.050304,-0.732721,0.723982,11.09820925,0.110516,-0.00738,0.006983,0.110982039,18.403999,6.682669,13.956644,24.04481557,0.180619,0.066872,0.14391,0.240427069
83.7625,11.810858,-0.545882,0.558178,11.83663451,0.118122,-0.005521,0.005232,0.118366643,16.471896,6.806716,15.960406,23.92465883,0.161313,0.067853,0.163111,0.239230249
83.775,11.721363,-0.714265,0.248339,11.74573103,0.117217,-0.007216,0.002037,0.117456567,15.225679,7.816549,18.105461,24.91440261,0.148975,0.07766,0.183961,0.249131041
83.7875,12.076508,-0.844252,0.991665,12.14653063,0.120799,-0.008609,0.009338,0.121464857,14.956607,8.507209,19.878364,26.29110217,0.146799,0.08448,0.201074,0.262902207
83.8,12.478551,-0.843131,0.743196,12.52906402,0.124793,-0.008777,0.006871,0.125289821,13.396474,9.109153,21.458355,26.88685893,0.131927,0.090704,0.216,0.268864183
83.8125,17.126122,-0.082911,2.145763,17.26022097,0.171351,-0.001872,0.020643,0.172600125,12.164301,8.473767,21.722637,26.29919969,0.120454,0.084655,0.217919,0.262991113
83.825,17.879975,-3.029347,-0.245986,18.13645385,0.178761,-0.03043,-0.003352,0.181363491,20.188431,7.148285,20.74475,29.8163609,0.201497,0.071252,0.207903,0.298163623
83.8375,14.165982,-5.337463,-1.101522,15.17817209,0.141394,-0.05373,-0.012552,0.151778552,40.887627,25.748942,8.625949,49.08373511,0.412037,0.254971,0.078165,0.490810012
83.85,15.27554,-2.192914,1.151208,15.47502097,0.152777,-0.022623,0.009677,0.154745779,10.865066,11.194455,39.612013,42.57319645,0.108973,0.117027,0.394548,0.425721221
83.8625,15.323183,-0.476792,1.706655,15.42530191,0.153391,-0.005506,0.015282,0.154248677,-0.18745,4.116079,17.479839,17.95889794,0.004249,0.043171,0.174231,0.179550078
83.875,15.251146,-1.715313,0.594014,15.35879571,0.152489,-0.017839,0.004122,0.153584231,-11.551934,1.834869,-3.40662,12.18273299,-0.115687,0.01876,-0.033259,0.121826026
83.8875,15.388343,-2.081378,-0.596074,15.53990151,0.153674,-0.021595,-0.008069,0.155393536,16.981554,16.235735,-16.779389,28.87074925,0.169037,0.161505,-0.169392,0.288705771
83.9,14.874876,1.036703,0.088479,14.9112212,0.148804,0.009372,-0.001418,0.149105585,21.625594,5.495443,-10.140695,24.50918001,0.215452,0.054409,-0.103385,0.245088478
83.9125,18.319256,-2.446487,3.232643,18.76247371,0.183513,-0.025202,0.02981,0.187618757,21.896862,7.793563,10.481575,25.49658024,0.220851,0.078428,0.100366,0.254949896
83.925,24.322465,-4.72197,-1.898653,24.84922911,0.242659,-0.048916,-0.021651,0.248485273,20.592804,-0.467536,13.602166,24.68402492,0.209654,-0.003666,0.130175,0.246807151
83.9375,26.396284,-4.602539,-8.574878,28.13317805,0.261832,-0.048102,-0.090917,0.281310681,4.896672,7.325362,8.339886,12.13227199,0.051128,0.073526,0.081833,0.121312757
83.95,18.311298,-0.333228,-6.943266,19.58631201,0.180832,-0.004918,-0.075001,0.195830409,6.577388,6.578054,2.256685,9.572118601,0.066215,0.065933,0.020733,0.095715432
83.9625,23.81336,3.043642,3.005736,24.19451012,0.239239,0.027683,0.022686,0.241901431,14.416338,-1.344058,12.130531,18.88880821,0.14677,-0.011774,0.11829,0.188871872
83.975,30.455874,-0.452585,4.331817,30.76572334,0.305583,-0.005791,0.034834,0.307616503,0.010529,-9.459228,8.241242,12.54572337,0.001743,-0.094265,0.082763,0.125453746
83.9875,39.681967,-2.944978,-3.377984,39.93422312,0.395419,-0.032337,-0.045022,0.399285421,5.394077,7.152821,2.847124,9.40026755,0.054452,0.071324,0.028003,0.094001603
84,38.254495,-9.680152,-3.543979,39.61908022,0.380708,-0.097032,-0.050375,0.39609523,10.887845,1.079504,2.662322,11.26048205,0.10913,0.010776,0.025575,0.112603551
84.0125,26.985204,-8.905082,-2.422525,28.51964845,0.268332,-0.089209,-0.036421,0.285108395,6.195093,3.479855,3.344774,7.853412074,0.062286,0.034715,0.032907,0.078533736
84.025,14.551723,-2.473581,-2.400377,14.95436575,0.144351,-0.024653,-0.030092,0.14950087,9.794779,1.640677,2.01026,10.13265325,0.098095,0.016345,0.019417,0.101325258
84.0375,13.56029,-2.172597,-0.899903,13.7626839,0.135257,-0.021757,-0.012966,0.137607922,7.706566,0.991481,2.785734,8.254362968,0.077261,0.009829,0.027341,0.082543332
84.05,13.640572,-5.243861,-15.414159,21.24051742,0.13381,-0.052977,-0.156207,0.212396576,7.958026,2.327215,3.227386,8.897310148,0.079755,0.023197,0.031892,0.088972246
84.0625,12.402034,-1.068191,-30.312011,32.76842215,0.117407,-0.008522,-0.30578,0.327655973,8.741261,2.546994,2.392681,9.413912294,0.087504,0.025455,0.023607,0.094139245
84.075,-5.566067,6.504207,-19.368884,21.17638963,-0.064897,0.068054,-0.189642,0.211676772,9.04431,2.803938,2.221312,9.726039209,0.090507,0.028053,0.021932,0.097259963
84.0875,-20.803815,1.626273,3.530742,21.16387539,-0.206784,0.015633,0.042081,0.211600624,9.131253,2.460575,2.661881,9.82445017,0.091365,0.02468,0.026368,0.098244272
84.1,-12.197092,7.229103,3.307044,14.5590358,-0.12269,0.072048,0.030836,0.145583685,9.285371,1.428229,2.363129,9.687225163,0.092899,0.014345,0.023415,0.096872418
84.1125,0.731385,8.439261,-13.443928,15.89009913,0.010697,0.079406,-0.137168,0.158854647,9.672521,1.729467,1.971104,10.02167499,0.096755,0.017349,0.019513,0.100216141
84.125,9.341398,-6.34131,-26.867072,29.14298349,0.097356,-0.072181,-0.264967,0.291368836,9.087545,2.327138,2.804991,9.791170508,0.090908,0.02333,0.027895,0.097911615
84.1375,5.655512,-7.320045,-15.245444,17.83231442,0.057286,-0.072175,-0.152668,0.178321156,9.02375,1.52135,2.678918,9.53515451,0.090252,0.015282,0.026701,0.095351489
84.15,3.399565,1.931151,-4.049781,5.629130707,0.034159,0.019621,-0.04021,0.056290896,9.046839,1.422267,2.563085,9.509865616,0.090474,0.01426,0.02559,0.095098582
84.1625,1.463441,2.143327,-2.484939,3.593108963,0.014795,0.021074,-0.025059,0.035929918,9.266976,0.783631,2.112957,9.537059768,0.092665,0.007861,0.02114,0.095370316
84.175,-0.090796,-2.598189,-7.260499,7.711917772,0.000712,-0.027732,-0.071943,0.0771062,9.334708,1.435898,2.423103,9.750384847,0.093351,0.014341,0.024228,0.097504202
84.1875,1.871927,-4.472083,-10.931005,11.95786383,0.021236,-0.046101,-0.108257,0.119565246,9.598997,1.074959,1.972385,9.85832556,0.095994,0.010698,0.019732,0.098583199
84.2,2.267615,-1.848851,-7.109962,7.688425551,0.024188,-0.018802,-0.07051,0.07687805,9.192446,0.799245,2.311237,9.512185475,0.091932,0.007896,0.023114,0.095121483
84.2125,2.79565,-0.405173,-4.538122,5.345500479,0.029051,-0.004265,-0.044662,0.053449463,9.63441,0.712529,1.979817,9.861502369,0.096353,0.006964,0.019812,0.098614975
84.225,4.174934,-1.768901,-6.106055,7.605458061,0.043574,-0.018243,-0.059589,0.076041761,9.678041,1.775768,1.93794,10.02863106,0.096815,0.017559,0.019387,0.100286183
84.2375,6.047497,-3.238575,-7.511072,10.17235423,0.062874,-0.032728,-0.072938,0.101706508,9.440978,2.31211,1.752145,9.876635578,0.094463,0.022914,0.017508,0.098766593
84.25,8.180497,-1.737158,-5.115338,9.803312294,0.083404,-0.016976,-0.048611,0.098017555,9.224763,3.094008,2.03631,9.940608448,0.092318,0.030748,0.020336,0.099406265
84.2625,11.143798,0.033615,-2.841274,11.50035659,0.112236,0.001124,-0.024967,0.11498493,9.22239,3.335481,2.164248,10.04300155,0.092287,0.033205,0.021603,0.100429836
84.275,14.526926,0.581701,-2.122185,14.69263844,0.145788,0.006851,-0.0167,0.146901216,9.604782,2.192727,1.057056,9.90844369,0.096082,0.021799,0.010529,0.099084847
84.2875,16.464882,0.792071,-1.729066,16.57435926,0.165014,0.009021,-0.012299,0.165717422,9.498697,1.328959,2.536037,9.920829622,0.095022,0.013146,0.025305,0.099208572
84.3,16.840189,2.786454,-1.156138,17.10827129,0.168491,0.028744,-0.006779,0.171059608,8.625584,2.66887,2.985234,9.509741766,0.086299,0.026642,0.029769,0.095097355
84.3125,15.398568,3.724724,0.054424,15.84274052,0.153757,0.037805,0.004759,0.158407958,9.813778,1.339401,1.980339,10.10079087,0.098179,0.013277,0.019679,0.101008207
84.325,14.688626,3.873494,0.887321,15.21666942,0.14646,0.039104,0.013009,0.152147588,8.695119,1.80309,1.917748,9.084821702,0.08698,0.017946,0.019124,0.090847712
84.3375,16.024409,3.221283,0.810098,16.36504222,0.159854,0.032447,0.012944,0.163626576,9.4951,2.394474,2.781463,10.17973311,0.095017,0.023857,0.027666,0.101797811
84.35,17.595558,1.885228,0.245479,17.69796615,0.175769,0.018854,0.00786,0.176951955,9.146483,2.559823,2.490527,9.819041185,0.091515,0.025536,0.024785,0.098190523
84.3625,18.719936,1.389222,0.784494,18.7877985,0.18686,0.013687,0.013543,0.187849425,9.511849,2.22972,1.99251,9.970808331,0.095154,0.022237,0.019824,0.099708369
84.375,19.537445,2.010047,1.335508,19.68592461,0.194902,0.019698,0.019164,0.196830027,9.490122,2.761728,2.332945,10.15540199,0.094947,0.027563,0.023208,0.101554237
84.3875,19.14404,2.70553,1.776827,19.4157481,0.190894,0.026484,0.023336,0.194130086,9.870969,2.29816,1.928036,10.31672871,0.098744,0.022937,0.019157,0.103167215
84.4,18.288994,3.220337,3.001493,18.81134849,0.182019,0.031522,0.035384,0.18808663,9.527617,2.60682,2.420091,10.16994772,0.095317,0.026037,0.024073,0.101699386
84.4125,18.094612,2.694518,4.310674,18.79514089,0.17961,0.026287,0.048621,0.187922218,10.016605,2.55891,1.910633,10.51336837,0.100197,0.025566,0.018974,0.10513359
84.425,19.721725,1.733485,5.611702,20.57772112,0.195429,0.016399,0.062202,0.205743797,9.940776,2.242593,2.219496,10.42949727,0.099452,0.022409,0.022013,0.104294946
84.4375,22.222225,1.590281,7.440063,23.48852518,0.219946,0.014734,0.080999,0.234849253,11.425209,1.310579,2.36015,11.73981797,0.114282,0.013147,0.023435,0.117398545
84.45,23.275996,-0.112412,9.775549,25.2457122,0.230004,-0.002559,0.103972,0.252425366,13.039612,3.661769,0.073861,13.54420499,0.130427,0.036514,0.000241,0.13544199
84.4625,22.960895,-0.998877,13.422448,26.61508153,0.226219,-0.011641,0.139683,0.266123823,10.960177,2.638258,2.377786,11.52127386,0.109696,0.02642,0.023296,0.115212553
84.475,22.012883,-3.023451,17.989326,28.58888112,0.215866,-0.031598,0.18472,0.285863677,11.741798,2.910557,2.011643,12.26327321,0.117515,0.029109,0.01953,0.122631684
84.4875,23.290371,-5.164488,21.080531,31.83554782,0.228295,-0.052335,0.215587,0.318332081,12.144167,3.352462,1.875099,12.73718139,0.12153,0.033566,0.018089,0.127371226
84.5,24.581812,-6.827821,21.955335,33.65889713,0.242084,-0.068816,0.223477,0.336574322,12.551167,3.269089,2.018908,13.12610854,0.12562,0.032749,0.019398,0.131259909
84.5125,22.982759,-6.596233,22.662076,32.94369727,0.228233,-0.068034,0.227612,0.329433074,13.085754,4.608967,1.806079,13.99076324,0.130962,0.04617,0.017063,0.139906613
84.525,19.902301,-2.120562,26.294474,33.04538896,0.199433,-0.026379,0.262147,0.330439741,13.065045,4.609655,1.568498,13.94290164,0.130737,0.046226,0.014528,0.139427648
84.5375,57.587399,-0.988681,46.79859,74.21181873,0.575031,-0.018489,0.468735,0.742101741,13.648055,5.072191,1.580195,14.64559808,0.136553,0.050923,0.014451,0.146453765
84.55,23.661905,-1.670017,19.017083,30.40269973,0.239171,-0.01425,0.187135,0.304015358,14.146765,5.600687,1.863401,15.32876114,0.14156,0.056275,0.017035,0.15328503
84.5625,33.53132,-13.584205,30.567668,47.36309083,0.346916,-0.134406,0.292935,0.47352571,12.953754,5.246307,0.984705,14.01046479,0.129546,0.052714,0.008218,0.140101633
84.575,-16.067007,-4.645303,-1.323187,16.77731736,-0.161247,-0.04515,-0.010242,0.167761784,12.669897,5.510545,0.857757,13.84298173,0.126694,0.055347,0.006868,0.13842626
84.5875,9.679253,-3.044776,4.109483,10.94744034,0.096986,-0.031114,0.040122,0.109472097,12.970889,7.008506,0.85111,14.76778609,0.129697,0.070305,0.00658,0.147673292
84.6,17.144228,0.593757,-18.150331,24.97421904,0.169413,0.002325,-0.183461,0.24972807,14.238711,7.469326,0.134816,16.07948684,0.142256,0.074938,-0.000942,0.160789803
84.6125,20.926278,-2.407963,-12.129434,24.30700652,0.203746,-0.026646,-0.12971,0.242996144,15.284199,7.361523,-0.572029,16.97427398,0.152584,0.073871,-0.008443,0.169735341
84.625,4.917665,-0.183179,7.750499,9.180807064,0.052664,-0.003932,0.075048,0.091766878,16.864631,4.631296,-1.331353,17.539589,0.168263,0.046617,-0.016567,0.175385425
84.6375,1.562723,4.82424,18.428753,19.11372104,0.021379,0.043541,0.18483,0.191089009,18.134287,2.809382,-2.585085,18.53180123,0.180694,0.02834,-0.029734,0.185304042
84.65,4.645305,9.452223,15.569145,18.79685224,0.047663,0.093581,0.155891,0.187965872,18.066653,3.944839,-3.162076,18.76071507,0.179812,0.039476,-0.03604,0.18758889
84.6625,9.991655,4.362538,3.536851,11.46185947,0.099819,0.044508,0.034527,0.114616354,16.100489,0.542191,-1.797158,16.20954947,0.160475,0.005563,-0.022046,0.162077755
84.675,12.126711,-5.689226,-8.720374,15.98340811,0.121065,-0.058842,-0.086175,0.159828802,18.480673,1.061948,0.78392,18.5277505,0.184914,0.010859,0.00293,0.185255743
